2.91,2.73,3.25,3.59,1,1,2,2,3.8947728742697785
2.92,2.92,3.97,5.01,-1,-1,-1,1,3.2862523235249093
3.07,3.07,4.09,5.11,2,-1,1,1,3.4094532917182656
3.0,3.0,4.01,5.01,1,1,2,-1,3.4875232812666583

